model_name,audio_path,audio_filename,source_audio_path,source_audio_filename,augmentation,duration_sec,duration_bucket,reference_original,reference_normalized,hypothesis_raw,hypothesis_normalized,is_correct,wer,cer,rtf,inference_time_sec,gpu_memory_peak_mb
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\results\quick_aug\augmented_audio\speed_0.95\test_00004.wav,test_00004.wav,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00004.wav,test_00004.wav,speed_0.95,25.897,long,мой любимый фокус observability мы понимаем когда системе станет плохо грубо говоря в два часа ночи ваша система упадёт с отказом по памяти будьте готовы к этому пожалуйста вот это и есть observability это один её аспект а второй аспект который для меня на самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы её разрабатываем,мой любимый фокус observability мы понимаем когда системе станет плохо грубо говоря в два часа ночи ваша система упадёт с отказом по памяти будьте готовы к этому пожалуйста вот это и есть observability это один её аспект а второй аспект который для меня на самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы её разрабатываем,"Мой любимый фокус Observability — мы понимаем, когда системе станет плохо. Грубо говоря, в два часа ночи ваша система упадет с отказом по памяти. Будьте готовы к этому, пожалуйста. Вот это и есть Observability — это один ее аспект. А второй аспект, который для меня, в самом деле, самый важный. Обычно мы не знаем, что нам нужно знать о системе в тот момент, когда мы ее разрабатываем.",мой любимый фокус observability мы понимаем когда системе станет плохо грубо говоря в два часа ночи ваша система упадет с отказом по памяти будьте готовы к этому пожалуйста вот это и есть observability это один ее аспект а второй аспект который для меня в самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы ее разрабатываем,False,0.0615,0.0136,0.0355,0.9184,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\results\quick_aug\augmented_audio\speed_1.05\test_00004.wav,test_00004.wav,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00004.wav,test_00004.wav,speed_1.05,23.431,long,мой любимый фокус observability мы понимаем когда системе станет плохо грубо говоря в два часа ночи ваша система упадёт с отказом по памяти будьте готовы к этому пожалуйста вот это и есть observability это один её аспект а второй аспект который для меня на самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы её разрабатываем,мой любимый фокус observability мы понимаем когда системе станет плохо грубо говоря в два часа ночи ваша система упадёт с отказом по памяти будьте готовы к этому пожалуйста вот это и есть observability это один её аспект а второй аспект который для меня на самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы её разрабатываем,"Мой любимый фокус Observability — мы понимаем, когда системе станет плохо. Грубо говоря, в два часа ночи ваша система упадет с отказом по памяти. Будьте готовы к этому, пожалуйста. Вот это и есть Observability — это один ее аспект. А второй аспект, который для меня, в самом деле, самый важный — обычно мы не знаем, что нам нужно знать о системе в тот момент, когда мы ее разрабатываем.",мой любимый фокус observability мы понимаем когда системе станет плохо грубо говоря в два часа ночи ваша система упадет с отказом по памяти будьте готовы к этому пожалуйста вот это и есть observability это один ее аспект а второй аспект который для меня в самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы ее разрабатываем,False,0.0615,0.0136,0.0391,0.9165,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\results\quick_aug\augmented_audio\gain_-6db\test_00004.wav,test_00004.wav,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00004.wav,test_00004.wav,gain_-6db,24.602,long,мой любимый фокус observability мы понимаем когда системе станет плохо грубо говоря в два часа ночи ваша система упадёт с отказом по памяти будьте готовы к этому пожалуйста вот это и есть observability это один её аспект а второй аспект который для меня на самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы её разрабатываем,мой любимый фокус observability мы понимаем когда системе станет плохо грубо говоря в два часа ночи ваша система упадёт с отказом по памяти будьте готовы к этому пожалуйста вот это и есть observability это один её аспект а второй аспект который для меня на самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы её разрабатываем,"Мой любимый фокус Observability — мы понимаем, когда системе станет плохо. Грубо говоря, в два часа ночи ваша система упадет с отказом по памяти. Будьте готовы к этому, пожалуйста. Вот это и есть Observability — это один ее аспект. А второй аспект, который для меня, в самом деле, самый важный. Обычно мы не знаем, что нам нужно знать о системе в тот момент, когда мы ее разрабатываем.",мой любимый фокус observability мы понимаем когда системе станет плохо грубо говоря в два часа ночи ваша система упадет с отказом по памяти будьте готовы к этому пожалуйста вот это и есть observability это один ее аспект а второй аспект который для меня в самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы ее разрабатываем,False,0.0615,0.0136,0.0373,0.9171,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\results\quick_aug\augmented_audio\lowpass_4000\test_00004.wav,test_00004.wav,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00004.wav,test_00004.wav,lowpass_4000,24.602,long,мой любимый фокус observability мы понимаем когда системе станет плохо грубо говоря в два часа ночи ваша система упадёт с отказом по памяти будьте готовы к этому пожалуйста вот это и есть observability это один её аспект а второй аспект который для меня на самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы её разрабатываем,мой любимый фокус observability мы понимаем когда системе станет плохо грубо говоря в два часа ночи ваша система упадёт с отказом по памяти будьте готовы к этому пожалуйста вот это и есть observability это один её аспект а второй аспект который для меня на самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы её разрабатываем,"Мой любимый фокус Observability – мы понимаем, когда системе станет плохо. Два часа ночи ваша система упадет с отказом по памяти. Будьте готовы к этому, пожалуйста. Вот это и есть Observability – это один ее аспект. А второй аспект, который для меня, в самом деле, самый важный. Обычно мы не знаем, что нам нужно знать о системе в тот момент, когда мы ее разрабатываем.",мой любимый фокус observability мы понимаем когда системе станет плохо два часа ночи ваша система упадет с отказом по памяти будьте готовы к этому пожалуйста вот это и есть observability это один ее аспект а второй аспект который для меня в самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы ее разрабатываем,False,0.1077,0.0543,0.0358,0.8799,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00005.wav,test_00005.wav,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00005.wav,test_00005.wav,clean,9.404,medium,и между ними может быть какое то количество дискретных столбиков где каждый столбик это своя частота это если совсем упрощать ну ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,и между ними может быть какое то количество дискретных столбиков где каждый столбик это своя частота это если совсем упрощать ну ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,"И между ними может быть какое-то количество дискретных столбиков, где каждый столбик — это своя чистота. Это если совсем упрощать. Ну ты что-то типа эквалайзера рассказал? Да-да-да, по сути обычный эквалайзер.",и между ними может быть какое то количество дискретных столбиков где каждый столбик это своя чистота это если совсем упрощать ну ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,False,0.0294,0.005,0.0639,0.6013,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\results\quick_aug\augmented_audio\noise_20db\test_00005.wav,test_00005.wav,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00005.wav,test_00005.wav,noise_20db,9.404,medium,и между ними может быть какое то количество дискретных столбиков где каждый столбик это своя частота это если совсем упрощать ну ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,и между ними может быть какое то количество дискретных столбиков где каждый столбик это своя частота это если совсем упрощать ну ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,"между ними может быть какое-то количество дискретных столбиков, где каждый столбик это своя чистота, если совсем упрощать. Ты что-то типа эквалайзера рассказал? Да-да-да, по сути обычный эквалайзер.",между ними может быть какое то количество дискретных столбиков где каждый столбик это своя чистота если совсем упрощать ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,False,0.1176,0.0498,0.0605,0.5689,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\results\quick_aug\augmented_audio\noise_10db\test_00005.wav,test_00005.wav,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00005.wav,test_00005.wav,noise_10db,9.404,medium,и между ними может быть какое то количество дискретных столбиков где каждый столбик это своя частота это если совсем упрощать ну ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,и между ними может быть какое то количество дискретных столбиков где каждый столбик это своя частота это если совсем упрощать ну ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,"Между ними может быть какое-то количество дискретных столбиков, где каждый столбик это своя чистота, если совсем упрощать. Ты что-то типа эквалайзера рассказал? Да-да-да, по сути обычный эквалайзер.",между ними может быть какое то количество дискретных столбиков где каждый столбик это своя чистота если совсем упрощать ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,False,0.1176,0.0498,0.0608,0.5714,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\results\quick_aug\augmented_audio\speed_0.95\test_00005.wav,test_00005.wav,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00005.wav,test_00005.wav,speed_0.95,9.899,medium,и между ними может быть какое то количество дискретных столбиков где каждый столбик это своя частота это если совсем упрощать ну ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,и между ними может быть какое то количество дискретных столбиков где каждый столбик это своя частота это если совсем упрощать ну ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,"И между ними может быть какое-то количество дискретных столбиков, где каждый столбик это своя чистота. Это если совсем упрощать. Ты что-то типа эквалайзера рассказал? Да-да-да, по сути обычный эквалайзер.",и между ними может быть какое то количество дискретных столбиков где каждый столбик это своя чистота это если совсем упрощать ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,False,0.0588,0.0199,0.059,0.5844,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\results\quick_aug\augmented_audio\speed_1.05\test_00005.wav,test_00005.wav,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00005.wav,test_00005.wav,speed_1.05,8.956,medium,и между ними может быть какое то количество дискретных столбиков где каждый столбик это своя частота это если совсем упрощать ну ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,и между ними может быть какое то количество дискретных столбиков где каждый столбик это своя частота это если совсем упрощать ну ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,"И между ними может быть какое-то количество дискретных столбиков, где каждый столбик — это своя чистота. Это если совсем упрощать. Ты что-то типа аквалайзера рассказал? Да-да-да, по сути обычный аквалайзер.",и между ними может быть какое то количество дискретных столбиков где каждый столбик это своя чистота это если совсем упрощать ты что то типа аквалайзера рассказал да да да по сути обычный аквалайзер,False,0.1176,0.0299,0.065,0.5825,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\results\quick_aug\augmented_audio\gain_-6db\test_00005.wav,test_00005.wav,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00005.wav,test_00005.wav,gain_-6db,9.404,medium,и между ними может быть какое то количество дискретных столбиков где каждый столбик это своя частота это если совсем упрощать ну ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,и между ними может быть какое то количество дискретных столбиков где каждый столбик это своя частота это если совсем упрощать ну ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,"И между ними может быть какое-то количество дискретных столбиков, где каждый столбик — это своя чистота, если совсем упрощать. — Ну ты что-то типа эквалайзера рассказал? — Да-да-да, по сути обычный эквалайзер.",и между ними может быть какое то количество дискретных столбиков где каждый столбик это своя чистота если совсем упрощать ну ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,False,0.0588,0.0249,0.0636,0.5986,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\results\quick_aug\augmented_audio\lowpass_4000\test_00005.wav,test_00005.wav,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00005.wav,test_00005.wav,lowpass_4000,9.404,medium,и между ними может быть какое то количество дискретных столбиков где каждый столбик это своя частота это если совсем упрощать ну ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,и между ними может быть какое то количество дискретных столбиков где каждый столбик это своя частота это если совсем упрощать ну ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,"и между ними может быть какое-то количество дискретных столбиков, где каждый столбик это своя чистота, это если совсем упрощать. Ты что-то типа эквалайзера рассказал? Да-да-да, по сути обычный эквалайзер.",и между ними может быть какое то количество дискретных столбиков где каждый столбик это своя чистота это если совсем упрощать ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,False,0.0588,0.0199,0.0611,0.5747,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00006.wav,test_00006.wav,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00006.wav,test_00006.wav,clean,20.132,long,ну и ещё вопрос такой важный лицензирования openstt недоступен для построения коммерческих моделей только академических а у голоса sberdevices golos там нету никаких ограничений фактически это лицензия близкая к creative commons share alike лицензии как это формулируется и это хорошо,ну и ещё вопрос такой важный лицензирования openstt недоступен для построения коммерческих моделей только академических а у голоса sberdevices golos там нету никаких ограничений фактически это лицензия близкая к creative commons share alike лицензии как это формулируется и это хорошо,"Ну и еще вопрос такой важный – лицензирование. OpenSTT недоступен для построения коммерческих моделей, только академических. А у Голоса, с Бердевайсом Голос, там нет никаких ограничений. Фактически это лицензия близкая к Creative Commons. Share a like – лицензии в любом немшем формулируются. Это хорошо.",ну и еще вопрос такой важный лицензирование openstt недоступен для построения коммерческих моделей только академических а у голоса с бердевайсом голос там нет никаких ограничений фактически это лицензия близкая к creative commons share a like лицензии в любом немшем формулируются это хорошо,False,0.3,0.1338,0.0402,0.8089,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\results\quick_aug\augmented_audio\noise_20db\test_00006.wav,test_00006.wav,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00006.wav,test_00006.wav,noise_20db,20.132,long,ну и ещё вопрос такой важный лицензирования openstt недоступен для построения коммерческих моделей только академических а у голоса sberdevices golos там нету никаких ограничений фактически это лицензия близкая к creative commons share alike лицензии как это формулируется и это хорошо,ну и ещё вопрос такой важный лицензирования openstt недоступен для построения коммерческих моделей только академических а у голоса sberdevices golos там нету никаких ограничений фактически это лицензия близкая к creative commons share alike лицензии как это формулируется и это хорошо,"Ну и ещё вопрос такой важной – лицензирование. OpenSTT недоступен для построения коммерческих моделей, только академических. А у Голоса, сбередываясь с Голосом, там нет никаких ограничений, фактически эта лицензия близкая к Creative Commons. Share a like – лицензию. Это хорошо.",ну и ещё вопрос такой важной лицензирование openstt недоступен для построения коммерческих моделей только академических а у голоса сбередываясь с голосом там нет никаких ограничений фактически эта лицензия близкая к creative commons share a like лицензию это хорошо,False,0.325,0.1796,0.0386,0.777,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\results\quick_aug\augmented_audio\noise_10db\test_00006.wav,test_00006.wav,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00006.wav,test_00006.wav,noise_10db,20.132,long,ну и ещё вопрос такой важный лицензирования openstt недоступен для построения коммерческих моделей только академических а у голоса sberdevices golos там нету никаких ограничений фактически это лицензия близкая к creative commons share alike лицензии как это формулируется и это хорошо,ну и ещё вопрос такой важный лицензирования openstt недоступен для построения коммерческих моделей только академических а у голоса sberdevices golos там нету никаких ограничений фактически это лицензия близкая к creative commons share alike лицензии как это формулируется и это хорошо,"Ну и еще вопрос такой важный – лицензирование. OpenSTT не доступен для построения коммерческих моделей, только академических. А у голоса, забердываясь от голоса, там нет никаких ограничений, фактически эта лицензия близкая к Creative Commons. Share a like лицензию, вы умны. Это хорошо.",ну и еще вопрос такой важный лицензирование openstt не доступен для построения коммерческих моделей только академических а у голоса забердываясь от голоса там нет никаких ограничений фактически эта лицензия близкая к creative commons share a like лицензию вы умны это хорошо,False,0.375,0.1725,0.0363,0.7305,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\results\quick_aug\augmented_audio\speed_0.95\test_00006.wav,test_00006.wav,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00006.wav,test_00006.wav,speed_0.95,21.192,long,ну и ещё вопрос такой важный лицензирования openstt недоступен для построения коммерческих моделей только академических а у голоса sberdevices golos там нету никаких ограничений фактически это лицензия близкая к creative commons share alike лицензии как это формулируется и это хорошо,ну и ещё вопрос такой важный лицензирования openstt недоступен для построения коммерческих моделей только академических а у голоса sberdevices golos там нету никаких ограничений фактически это лицензия близкая к creative commons share alike лицензии как это формулируется и это хорошо,"Ну и еще вопрос такой важный – лицензирование. OpenSTT недоступен для построения коммерческих моделей, только академических, а у ГОЛОС, с Бердевайсом ГОЛОС, там нет никаких ограничений, фактически это лицензия близкая к Creative Commons. Share a like – лицензии, в другом мне уже формулируется. Это хорошо.",ну и еще вопрос такой важный лицензирование openstt недоступен для построения коммерческих моделей только академических а у голос с бердевайсом голос там нет никаких ограничений фактически это лицензия близкая к creative commons share a like лицензии в другом мне уже формулируется это хорошо,False,0.35,0.1373,0.0395,0.8381,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\results\quick_aug\augmented_audio\speed_1.05\test_00006.wav,test_00006.wav,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00006.wav,test_00006.wav,speed_1.05,19.174,long,ну и ещё вопрос такой важный лицензирования openstt недоступен для построения коммерческих моделей только академических а у голоса sberdevices golos там нету никаких ограничений фактически это лицензия близкая к creative commons share alike лицензии как это формулируется и это хорошо,ну и ещё вопрос такой важный лицензирования openstt недоступен для построения коммерческих моделей только академических а у голоса sberdevices golos там нету никаких ограничений фактически это лицензия близкая к creative commons share alike лицензии как это формулируется и это хорошо,"Ну и еще вопрос такой важной – лицензирование. OpenSTT недоступен для построения коммерческих моделей, только академических, а у ГОЛОС, с Бердевайсом с ГОЛОС, там нет никаких ограничений, фактически это лицензия близкая к Creative Commons. Share a like, лицензии, в любом немшем формулируется. Это хорошо.",ну и еще вопрос такой важной лицензирование openstt недоступен для построения коммерческих моделей только академических а у голос с бердевайсом с голос там нет никаких ограничений фактически это лицензия близкая к creative commons share a like лицензии в любом немшем формулируется это хорошо,False,0.375,0.1408,0.0443,0.8489,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\results\quick_aug\augmented_audio\gain_-6db\test_00006.wav,test_00006.wav,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00006.wav,test_00006.wav,gain_-6db,20.132,long,ну и ещё вопрос такой важный лицензирования openstt недоступен для построения коммерческих моделей только академических а у голоса sberdevices golos там нету никаких ограничений фактически это лицензия близкая к creative commons share alike лицензии как это формулируется и это хорошо,ну и ещё вопрос такой важный лицензирования openstt недоступен для построения коммерческих моделей только академических а у голоса sberdevices golos там нету никаких ограничений фактически это лицензия близкая к creative commons share alike лицензии как это формулируется и это хорошо,"Ну и еще вопрос такой важный – лицензирование. OpenSTT недоступен для построения коммерческих моделей, только академических. А у Голоса, с Бердевайсом Голос, там нет никаких ограничений, фактически это лицензия близкая к Creative Commons. Share a like – лицензии, в любом немшем формулируется. Это хорошо.",ну и еще вопрос такой важный лицензирование openstt недоступен для построения коммерческих моделей только академических а у голоса с бердевайсом голос там нет никаких ограничений фактически это лицензия близкая к creative commons share a like лицензии в любом немшем формулируется это хорошо,False,0.3,0.1303,0.0409,0.8244,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\results\quick_aug\augmented_audio\lowpass_4000\test_00006.wav,test_00006.wav,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00006.wav,test_00006.wav,lowpass_4000,20.132,long,ну и ещё вопрос такой важный лицензирования openstt недоступен для построения коммерческих моделей только академических а у голоса sberdevices golos там нету никаких ограничений фактически это лицензия близкая к creative commons share alike лицензии как это формулируется и это хорошо,ну и ещё вопрос такой важный лицензирования openstt недоступен для построения коммерческих моделей только академических а у голоса sberdevices golos там нету никаких ограничений фактически это лицензия близкая к creative commons share alike лицензии как это формулируется и это хорошо,"Ну и еще вопрос такой важной – лицензирование. OpenSTT недоступен для построения коммерческих моделей, только академических. А у Голоса, сбородаваясь с Голосом, там нет никаких ограничений. Фактически эта лицензия близкая к Creative Commons. Share a like. Лицензии в другом мнении шутятся. Это хорошо.",ну и еще вопрос такой важной лицензирование openstt недоступен для построения коммерческих моделей только академических а у голоса сбородаваясь с голосом там нет никаких ограничений фактически эта лицензия близкая к creative commons share a like лицензии в другом мнении шутятся это хорошо,False,0.35,0.162,0.0399,0.8025,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00007.wav,test_00007.wav,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00007.wav,test_00007.wav,clean,16.534,long,да это отсутствие долго живущих бранчей другими словами отсутствие какого то кода но код сам по себе даже если он не проинтегрирован это ведь не такая уж и проблема казалось бы ну да ну фича неможко пылится на полке ну чуть позже её там юзер получит ну всё так,да это отсутствие долго живущих бранчей другими словами отсутствие какого то кода но код сам по себе даже если он не проинтегрирован это ведь не такая уж и проблема казалось бы ну да ну фича неможко пылится на полке ну чуть позже её там юзер получит ну всё так,"Да, это отсутствие долгоживущей бранчей. Другими словами отсутствие какого-то кода. Но код сам по себе, даже если он не проинтегрирован, это ведь не такая уж и проблема, казалось бы. Ну да, фича немножко пылится на полке, но чуть позже ее там юзер получит. Вот все так.",да это отсутствие долгоживущей бранчей другими словами отсутствие какого то кода но код сам по себе даже если он не проинтегрирован это ведь не такая уж и проблема казалось бы ну да фича немножко пылится на полке но чуть позже ее там юзер получит вот все так,False,0.1633,0.05,0.047,0.777,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\results\quick_aug\augmented_audio\noise_20db\test_00007.wav,test_00007.wav,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00007.wav,test_00007.wav,noise_20db,16.534,long,да это отсутствие долго живущих бранчей другими словами отсутствие какого то кода но код сам по себе даже если он не проинтегрирован это ведь не такая уж и проблема казалось бы ну да ну фича неможко пылится на полке ну чуть позже её там юзер получит ну всё так,да это отсутствие долго живущих бранчей другими словами отсутствие какого то кода но код сам по себе даже если он не проинтегрирован это ведь не такая уж и проблема казалось бы ну да ну фича неможко пылится на полке ну чуть позже её там юзер получит ну всё так,"Да, это отсутствие долгоживущих бранчей. Другими словами, отсутствие какого-то кода. Но код сам по себе, даже если он не проинтегрирован, это ведь не такая уж и проблема, казалось бы. Ну да, но фича немножко пылится на полке, но чуть позже ее там юзер получит. Вот все так.",да это отсутствие долгоживущих бранчей другими словами отсутствие какого то кода но код сам по себе даже если он не проинтегрирован это ведь не такая уж и проблема казалось бы ну да но фича немножко пылится на полке но чуть позже ее там юзер получит вот все так,False,0.1633,0.0346,0.0468,0.7743,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\results\quick_aug\augmented_audio\noise_10db\test_00007.wav,test_00007.wav,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00007.wav,test_00007.wav,noise_10db,16.534,long,да это отсутствие долго живущих бранчей другими словами отсутствие какого то кода но код сам по себе даже если он не проинтегрирован это ведь не такая уж и проблема казалось бы ну да ну фича неможко пылится на полке ну чуть позже её там юзер получит ну всё так,да это отсутствие долго живущих бранчей другими словами отсутствие какого то кода но код сам по себе даже если он не проинтегрирован это ведь не такая уж и проблема казалось бы ну да ну фича неможко пылится на полке ну чуть позже её там юзер получит ну всё так,"Да, это отсутствие долгоживущей бранчи. Родими словами, отсутствие какого-то кода. Но код сам по себе, даже если он не проинтегрирован, это ведь не такая уж и проблема, казалось бы. Ну да, оно фичей немножко пылится на полке, но чуть позже ее там юзер получит, но все, так.",да это отсутствие долгоживущей бранчи родими словами отсутствие какого то кода но код сам по себе даже если он не проинтегрирован это ведь не такая уж и проблема казалось бы ну да оно фичей немножко пылится на полке но чуть позже ее там юзер получит но все так,False,0.2245,0.0654,0.0469,0.7762,0.0
